VARIABLES="X","Y","U","V","P"
ZONE  F=POINT
I=128, J=128
0	0	0	0	0
0.0078125	0	-0.000873199	0	36.7297
0.015625	0	-0.000416329	0	79.4317
0.0234375	0	-0.000202989	0	87.2661
0.03125	0	-0.000101998	0	89.5887
0.0390625	0	-5.13259e-05	0	89.9898
0.046875	0	-2.46118e-05	0	89.6481
0.0546875	0	-1.07892e-05	0	88.9689
0.0625	0	-5.0319e-06	0	88.1081
0.0703125	0	-5.06869e-06	0	87.1373
0.078125	0	-9.71153e-06	0	86.0977
0.0859375	0	-1.82567e-05	0	85.0175
0.09375	0	-3.02315e-05	0	83.9182
0.101562	0	-4.52818e-05	0	82.8174
0.109375	0	-6.31185e-05	0	81.7296
0.117188	0	-8.3492e-05	0	80.667
0.125	0	-0.000106178	0	79.6401
0.132812	0	-0.000130971	0	78.6575
0.140625	0	-0.00015768	0	77.7268
0.148438	0	-0.000186124	0	76.854
0.15625	0	-0.000216136	0	76.0443
0.164062	0	-0.000247555	0	75.3022
0.171875	0	-0.000280231	0	74.6311
0.179688	0	-0.000314021	0	74.0339
0.1875	0	-0.000348792	0	73.5131
0.195312	0	-0.000384417	0	73.0706
0.203125	0	-0.000420774	0	72.7078
0.210938	0	-0.000457751	0	72.426
0.21875	0	-0.000495238	0	72.2261
0.226562	0	-0.000533134	0	72.1089
0.234375	0	-0.00057134	0	72.0748
0.242188	0	-0.000609762	0	72.1243
0.25	0	-0.000648309	0	72.2577
0.257812	0	-0.000686896	0	72.4752
0.265625	0	-0.000725437	0	72.7768
0.273438	0	-0.000763851	0	73.1626
0.28125	0	-0.000802057	0	73.6325
0.289062	0	-0.000839977	0	74.1866
0.296875	0	-0.000877532	0	74.8246
0.304688	0	-0.000914646	0	75.5464
0.3125	0	-0.000951241	0	76.3516
0.320312	0	-0.000987242	0	77.2401
0.328125	0	-0.00102257	0	78.2112
0.335938	0	-0.00105715	0	79.2645
0.34375	0	-0.00109091	0	80.3994
0.351562	0	-0.00112377	0	81.6151
0.359375	0	-0.00115564	0	82.9106
0.367188	0	-0.00118646	0	84.2849
0.375	0	-0.00121613	0	85.7367
0.382812	0	-0.0012446	0	87.2645
0.390625	0	-0.00127177	0	88.8666
0.398438	0	-0.00129756	0	90.5413
0.40625	0	-0.00132191	0	92.2862
0.414062	0	-0.00134473	0	94.099
0.421875	0	-0.00136594	0	95.977
0.429688	0	-0.00138547	0	97.9173
0.4375	0	-0.00140325	0	99.9165
0.445312	0	-0.00141921	0	101.971
0.453125	0	-0.00143327	0	104.077
0.460938	0	-0.00144537	0	106.231
0.46875	0	-0.00145546	0	108.427
0.476562	0	-0.00146346	0	110.661
0.484375	0	-0.00146932	0	112.929
